Year,Team,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
2012,Colorado St.,20,12,70.1,68.0,2.06,5.23,5.34,1.25,6.58
2012,Mississippi,20,14,66.9,66.2,0.74,5.8,2.62,3.91,6.53
2012,Akron,22,12,72.2,65.9,6.32,0.72,4.74,1.59,6.33
2012,Illinois St.,21,14,69.7,66.0,3.69,2.64,3.27,3.06,6.33
2012,Washington St.,19,18,68.1,65.4,2.7,4.06,2.79,3.39,6.17
2012,Missouri St.,16,16,65.9,63.0,2.97,3.92,0.14,6.0,6.15
2012,Denver,22,9,68.1,60.5,7.61,-1.47,0.08,6.06,6.14
2012,Georgia,15,17,60.9,63.0,-2.03,7.95,-1.42,7.33,5.92
2012,Tulsa,17,14,67.5,64.5,2.97,2.85,2.3,3.52,5.82
2012,Arkansas,18,14,71.8,69.7,2.13,3.63,7.24,-1.49,5.76
2012,Georgia St.,22,12,67.6,58.9,8.68,-2.99,-1.23,6.91,5.69
2012,Texas A&M,14,18,61.1,61.5,-0.38,6.54,-3.58,9.15,5.57
2012,Rutgers,14,18,65.5,65.8,-0.34,5.76,1.01,4.41,5.42
2012,Cleveland St.,22,11,66.0,60.1,5.88,0.12,-0.51,5.78,5.27
2012,Oral Roberts,27,7,72.6,65.8,6.74,-1.5,3.85,1.38,5.24
2012,Richmond,16,16,69.0,67.2,1.81,2.9,2.26,2.46,4.71
2012,Montana,25,7,70.0,62.0,7.94,-3.39,-0.72,5.26,4.55
2012,Nevada,28,7,70.3,65.1,5.26,-0.37,1.24,3.31,4.54
2012,UCF,22,11,65.6,63.5,2.12,2.98,-0.53,4.86,4.33
2012,Lehigh,27,8,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27
2012,Providence,15,17,68.8,69.3,-0.41,4.56,4.94,-0.78,4.16
2012,Buffalo,20,11,73.0,67.4,5.55,0.15,4.5,-0.34,4.15
2012,Duquesne,16,15,72.6,72.0,0.65,3.96,5.67,-1.58,4.09
2012,Old Dominion,22,14,65.8,62.1,3.72,0.36,-0.61,4.69,4.08
2012,UC Santa Barbara,20,11,73.0,66.4,6.55,-1.38,4.29,-0.29,4.0
2012,Maryland,17,15,68.7,70.7,-2.03,5.98,4.47,-0.52,3.95
2012,George Mason,24,9,70.4,64.9,5.48,-1.67,3.14,0.67,3.81
2012,Mercer,27,11,68.1,62.8,5.29,-1.44,-0.55,4.3,3.75
2012,Penn St.,12,20,61.8,65.8,-4.03,7.75,-1.7,5.42,3.72
2012,Wagner,25,6,73.4,64.3,9.1,-5.5,2.58,1.02,3.6
2012,Bucknell,25,10,68.9,61.3,7.51,-3.08,-0.11,3.68,3.57
2012,Boise St.,13,17,68.3,66.3,2.07,3.14,2.11,1.42,3.52
2012,Nebraska,12,18,60.9,65.6,-4.73,8.25,-2.57,6.08,3.52
2012,Utah St.,21,16,68.9,64.9,4.08,-0.37,-0.22,3.71,3.49
2012,Evansville,16,16,73.5,72.7,0.75,3.56,7.88,-4.42,3.46
2012,UT Arlington,24,9,76.9,67.6,9.24,-5.09,6.38,-3.03,3.35
2012,UNC Asheville,24,10,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06
2012,Fairfield,22,15,65.3,61.1,4.27,-1.34,-3.36,6.29,2.94
2012,UTEP,15,17,63.2,63.1,0.06,2.85,-2.37,5.28,2.92
2012,Butler,22,15,63.6,60.7,2.89,1.14,-3.06,5.92,2.86
2012,Kent St.,21,12,70.4,66.0,4.36,-0.95,3.03,-0.26,2.77
2012,South Carolina,10,21,61.4,65.0,-3.61,6.27,-2.32,4.97,2.65
2012,St. John's,13,19,66.5,70.9,-4.34,6.98,2.64,-0.01,2.63
2012,UAB,15,16,60.5,61.5,-1.03,3.64,-5.33,7.93,2.61
2012,Princeton,20,12,66.9,62.5,4.44,-1.0,-0.25,2.83,2.57
2012,Auburn,15,16,62.6,64.0,-1.32,3.84,-2.46,4.99,2.52
2012,Drake,18,16,67.0,66.8,0.24,2.96,0.41,2.03,2.44
2012,East Carolina,15,16,68.9,65.1,3.77,2.53,0.82,1.61,2.42
2012,Lamar,23,12,73.5,65.6,7.91,-3.77,3.04,-0.63,2.41
2012,Detroit Mercy,22,14,72.1,67.6,4.58,-0.01,4.63,-2.23,2.4
2012,Loyola Marymount,21,13,70.6,67.7,2.97,1.17,1.53,0.67,2.2
2012,Indiana St.,18,15,64.2,64.9,-0.64,3.08,-1.42,3.5,2.08
2012,DePaul,12,19,74.1,76.7,-2.58,4.57,10.49,-8.5,1.99
2012,San Francisco,20,14,75.4,71.0,4.41,-0.17,7.22,-5.32,1.9
2012,Georgia Tech,11,20,60.2,62.6,-2.39,4.13,-4.28,6.02,1.74
2012,TCU,18,15,72.2,72.1,0.09,3.44,6.71,-5.0,1.72
2012,Weber St.,25,7,77.3,69.1,8.22,-3.65,5.19,-3.68,1.51
2012,Manhattan,21,13,71.2,65.6,5.59,-4.13,1.77,-0.3,1.46
2012,Rice,19,16,69.7,66.3,3.31,1.1,1.18,0.24,1.42
2012,Bowling Green,16,16,66.4,63.9,2.47,0.07,-1.33,2.55,1.23
2012,Penn,20,13,65.0,63.8,1.21,-0.1,-2.44,3.56,1.12
2012,Charlotte,13,17,67.0,68.9,-1.87,2.86,0.3,0.69,0.99
2012,Vermont,24,12,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98
2012,Idaho,19,14,69.6,67.9,1.76,-0.43,-0.29,1.06,0.77
2012,Robert Morris,26,11,68.4,63.5,4.97,-4.3,-2.07,2.74,0.67
2012,Valparaiso,22,12,68.3,65.4,2.94,0.02,0.69,-0.08,0.61
2012,Milwaukee,20,14,64.2,62.5,1.68,0.06,-2.66,3.19,0.53
2012,Loyola MD,24,9,67.3,64.2,3.09,-2.72,-2.18,2.54,0.37
2012,Oakland,20,16,79.9,78.6,1.22,-0.54,12.2,-11.91,0.29
2012,Houston,15,15,71.7,71.6,0.17,0.21,3.88,-3.84,0.04
2012,North Dakota St.,17,14,73.1,68.4,4.77,-2.5,2.52,-2.5,0.01
2012,Tulane,15,16,64.6,61.6,2.97,-1.61,-3.03,2.91,-0.12
2012,Charleston,19,12,70.7,68.3,2.39,-2.54,1.43,-1.58,-0.16
2012,USC Upstate,21,13,71.4,68.3,3.09,-1.6,0.68,-0.84,-0.16
2012,North Texas,18,14,70.3,65.0,5.31,-2.56,1.63,-2.01,-0.39
2012,East Tennessee St.,17,14,67.7,65.1,2.61,-1.78,-3.18,2.77,-0.41
2012,Air Force,13,16,61.6,62.0,-0.41,2.14,-5.47,5.02,-0.45
2012,Stony Brook,22,10,66.4,59.1,7.28,-6.22,-4.63,4.18,-0.45
2012,USC,6,26,52.6,59.7,-7.09,6.58,-11.23,10.72,-0.51
2012,Cal Poly,18,15,64.7,60.5,4.18,-3.78,-6.29,5.71,-0.58
2012,George Washington,10,21,62.0,66.7,-4.77,4.15,-3.69,3.06,-0.63
2012,Wake Forest,13,18,65.5,70.4,-4.94,4.19,1.05,-1.8,-0.75
2012,Fresno St.,13,20,65.8,66.1,-0.33,0.77,-2.65,1.74,-0.91
2012,Arizona St.,10,21,61.0,66.3,-5.32,4.31,-3.55,2.54,-1.01
2012,Cal St. Fullerton,21,10,78.0,71.1,6.84,-5.32,5.88,-7.06,-1.18
2012,SMU,13,19,59.7,60.1,-0.41,1.34,-8.17,6.91,-1.26
2012,LIU,25,9,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34
2012,Yale,19,10,68.7,64.8,3.9,-2.63,-1.19,-0.18,-1.37
2012,Stephen F. Austin,20,12,61.6,54.4,7.16,-5.67,-10.79,9.33,-1.46
2012,Delaware,18,14,68.9,68.4,0.56,-2.18,2.23,-3.84,-1.61
2012,Youngstown St.,16,15,67.6,66.0,1.55,-1.65,0.41,-2.19,-1.78
2012,Western Michigan,14,20,68.6,69.9,-1.26,0.17,1.38,-3.17,-1.8
2012,UTSA,18,14,73.1,67.8,5.34,-4.4,2.78,-4.61,-1.83
2012,Little Rock,15,16,63.7,64.2,-0.52,0.03,-4.37,2.43,-1.94
2012,Quinnipiac,18,14,71.0,67.2,3.78,-5.8,-0.25,-1.76,-2.01
2012,Miami OH,9,21,60.7,64.2,-3.53,1.93,-6.35,4.28,-2.07
2012,Charleston Southern,19,12,76.9,72.3,4.55,-4.33,4.41,-6.6,-2.19
2012,Green Bay,15,15,64.5,66.1,-1.57,1.04,-1.15,-1.17,-2.32
2012,Florida Gulf Coast,15,17,72.1,72.1,0.0,-1.96,2.16,-4.57,-2.41
2012,Florida Atlantic,11,19,65.9,68.2,-2.3,0.77,-1.55,-1.03,-2.58
2012,Texas Tech,8,23,59.5,68.2,-8.71,6.1,-5.36,2.76,-2.61
2012,Coastal Carolina,19,12,72.5,65.9,6.65,-4.56,-1.99,-0.64,-2.64
2012,Louisiana Tech,18,16,69.4,69.3,0.09,-1.19,0.42,-3.08,-2.65
2012,Western Kentucky,16,19,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66
2012,Hawaii,16,16,73.6,74.6,-0.97,-0.52,5.45,-8.23,-2.79
2012,South Alabama,17,12,66.7,67.1,-0.41,-1.98,-1.72,-1.09,-2.81
2012,Western Illinois,18,15,61.5,60.2,1.39,-1.39,-11.4,8.56,-2.84
2012,Columbia,15,15,65.2,62.1,3.07,-3.18,-4.86,1.96,-2.9
2012,Ball St.,15,15,63.4,60.7,2.63,-4.45,-5.65,2.72,-2.93
2012,Hofstra,10,22,65.3,67.2,-1.88,-1.1,-2.72,-0.26,-2.98
2012,Tennessee St.,20,13,68.2,66.6,1.55,-2.73,-1.45,-1.6,-3.06
2012,American,20,12,64.3,62.2,2.13,-5.24,-5.69,2.57,-3.12
2012,Arkansas St.,14,20,64.6,65.9,-1.21,-0.52,-4.78,1.6,-3.18
2012,Louisiana,16,16,68.4,67.3,1.06,-2.28,-1.59,-1.66,-3.25
2012,Northeastern,14,17,62.6,65.5,-2.87,-0.4,-3.75,0.47,-3.27
2012,Toledo,19,17,69.4,66.3,3.19,-3.64,0.17,-3.52,-3.35
2012,North Florida,16,16,67.8,70.8,-3.06,-0.05,-0.4,-3.03,-3.44
2012,Southern Illinois,8,23,62.7,69.2,-6.45,3.12,-2.86,-0.65,-3.51
2012,Wofford,19,14,63.9,63.2,0.7,-3.79,-5.98,2.36,-3.62
2012,Norfolk St.,26,10,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68
2012,Boston University,16,16,63.9,63.6,0.34,-4.09,-4.91,1.17,-3.74
2012,San Diego,13,18,67.1,70.3,-3.23,0.87,-1.02,-2.74,-3.76
2012,Rhode Island,7,24,68.6,75.5,-6.87,3.1,2.8,-6.58,-3.78
2012,Tennessee Tech,19,14,71.7,71.4,0.24,-3.06,1.61,-5.41,-3.81
2012,IUPUI,14,18,72.5,72.8,-0.31,-1.75,3.25,-7.1,-3.85
2012,Eastern Washington,15,17,72.7,71.4,1.31,-3.23,0.35,-4.22,-3.87
2012,Albany,19,15,72.1,69.1,3.0,-6.92,2.65,-6.57,-3.92
2012,Portland St.,17,15,76.2,73.3,2.91,-4.07,3.31,-7.35,-4.04
2012,Cornell,12,16,65.5,67.8,-2.32,-0.98,-1.0,-3.05,-4.05
2012,Wright St.,13,19,58.0,61.5,-3.44,0.25,-8.47,4.4,-4.07
2012,Seattle,12,15,76.5,75.0,1.48,-2.76,5.97,-10.15,-4.18
2012,Boston College,9,22,59.1,68.5,-9.42,4.89,-5.19,0.65,-4.54
2012,Lipscomb,13,18,72.3,74.3,-1.97,-1.23,2.26,-6.96,-4.7
2012,Austin Peay,12,20,69.3,72.6,-3.38,-0.66,1.38,-6.24,-4.86
2012,Jacksonville St.,15,18,64.9,63.8,1.12,-5.23,-6.43,1.57,-4.86
2012,Morehead St.,18,15,62.7,61.2,1.58,-3.83,-8.65,3.66,-4.99
2012,FIU,8,21,63.3,67.3,-3.97,-1.1,-4.22,-0.85,-5.07
2012,Central Connecticut,13,16,70.0,70.3,-0.31,-5.05,-0.72,-4.64,-5.36
2012,Rider,13,19,71.6,74.6,-3.0,-2.4,2.83,-8.23,-5.4
2012,UNC Wilmington,10,21,64.9,70.6,-5.68,0.18,-2.01,-3.49,-5.5
2012,Siena,14,17,63.7,66.5,-2.77,-2.94,-5.63,-0.08,-5.71
2012,Bradley,7,25,61.1,70.5,-9.41,3.62,-3.41,-2.38,-5.79
2012,James Madison,12,20,66.1,69.8,-3.75,-2.11,-1.41,-4.46,-5.86
2012,High Point,13,18,71.1,70.2,0.87,-4.13,-0.02,-5.9,-5.92
2012,Holy Cross,15,14,65.0,66.8,-1.79,-4.23,-4.01,-2.01,-6.02
2012,St. Francis NY,15,15,69.5,68.7,0.73,-6.75,-2.47,-3.55,-6.02
2012,Furman,15,16,64.7,65.2,-0.52,-3.9,-5.64,-0.4,-6.04
2012,Campbell,17,15,74.1,73.8,0.28,-4.8,1.99,-8.05,-6.06
2012,UC Irvine,12,20,68.1,72.2,-4.06,-1.24,-0.55,-5.52,-6.07
2012,North Carolina Central,17,15,70.7,63.1,7.59,-6.98,-5.2,-0.92,-6.12
2012,Southeast Missouri St.,15,16,70.7,70.0,0.71,-5.33,-0.35,-5.77,-6.12
2012,Southern Utah,14,17,65.7,67.9,-2.19,-3.18,-5.82,-0.4,-6.22
2012,Northern Colorado,9,19,72.4,75.4,-3.07,-2.19,3.02,-9.25,-6.23
2012,McNeese St.,17,16,66.9,66.2,0.67,-3.76,-4.33,-1.93,-6.26
2012,Northwestern St.,16,16,70.6,70.0,0.63,-4.15,-0.72,-5.57,-6.29
2012,Utah Valley,20,13,69.8,66.4,3.48,-7.11,-3.47,-3.06,-6.53
2012,Western Carolina,17,18,71.5,70.3,1.26,-3.42,-1.72,-4.86,-6.57
2012,Niagara,14,19,70.4,74.2,-3.82,-2.86,1.39,-8.06,-6.67
2012,Georgia Southern,15,15,66.7,67.8,-1.03,-3.78,-3.54,-3.16,-6.7
2012,Central Michigan,11,21,61.9,66.7,-4.81,-1.62,-4.84,-1.91,-6.74
2012,Presbyterian,14,15,65.1,66.1,-1.0,-4.65,-7.02,0.26,-6.76
2012,Santa Clara,8,22,69.5,74.8,-5.33,0.96,0.87,-7.65,-6.79
2012,Sacred Heart,14,18,71.2,72.5,-1.31,-5.56,0.49,-7.36,-6.87
2012,Appalachian St.,13,18,68.4,70.2,-1.74,-3.28,-2.65,-4.28,-6.93
2012,Chattanooga,11,21,70.6,68.9,1.75,-3.54,-1.69,-5.3,-6.99
2012,Cal St. Bakersfield,16,15,68.4,69.5,-1.06,-3.65,-2.07,-5.08,-7.15
2012,Lafayette,13,18,69.7,72.9,-3.19,-4.01,0.43,-7.64,-7.2
2012,Jacksonville,8,22,65.0,72.4,-7.4,0.1,-2.77,-4.53,-7.3
2012,Pepperdine,10,19,59.3,65.9,-6.62,-0.23,-10.29,2.89,-7.4
2012,Elon,15,16,70.2,71.8,-1.65,-3.03,-1.28,-6.13,-7.41
2012,Stetson,9,20,72.0,78.4,-6.41,-0.66,2.95,-10.44,-7.48
2012,Troy,10,18,71.3,75.8,-4.5,-0.85,2.91,-10.4,-7.48
2012,Fordham,10,19,62.0,71.5,-9.55,1.92,-5.2,-2.43,-7.63
2012,Winthrop,12,20,63.6,66.0,-2.41,-3.47,-8.72,1.08,-7.64
2012,San Jose St.,9,22,67.7,72.9,-5.23,-1.19,-2.86,-5.0,-7.86
2012,Portland,7,24,65.1,76.0,-10.94,3.82,-1.44,-6.45,-7.88
2012,Eastern Michigan,14,18,53.3,58.7,-5.44,-1.68,-14.25,6.34,-7.9
2012,Gardner Webb,12,20,65.7,66.8,-1.09,-4.82,-7.27,-0.72,-7.99
2012,UC Riverside,14,17,59.4,63.0,-3.65,-2.22,-10.58,2.57,-8.01
2012,Mississippi Valley St.,21,13,68.6,69.0,-0.38,-7.65,-1.06,-6.97,-8.03
2012,Pacific,11,19,62.9,67.4,-4.47,-2.61,-7.85,-0.19,-8.04
2012,Delaware St.,15,14,66.1,64.4,1.69,-6.78,-6.49,-1.58,-8.07
2012,Marist,14,18,68.0,72.9,-4.91,-3.29,-0.87,-7.33,-8.2
2012,Morgan St.,9,20,66.7,69.6,-2.86,-5.54,-3.54,-4.87,-8.41
2012,Loyola Chicago,7,23,57.2,62.9,-5.67,-1.77,-10.98,2.55,-8.43
2012,Eastern Kentucky,16,16,66.3,66.2,0.19,-5.93,-5.72,-2.75,-8.47
2012,Maine,12,17,68.6,68.3,0.24,-6.54,-2.81,-5.77,-8.57
2012,Texas St.,13,17,76.4,74.8,1.63,-5.31,3.57,-12.22,-8.66
2012,Samford,11,19,66.1,69.7,-3.6,-2.96,-5.08,-3.6,-8.68
2012,North Dakota,17,15,67.3,66.9,0.38,-6.33,-4.7,-4.06,-8.76
2012,Purdue Fort Wayne,11,19,70.0,74.7,-4.73,-2.05,-1.26,-7.53,-8.79
2012,UMKC,10,21,64.5,71.1,-6.65,-1.75,-5.17,-3.65,-8.82
2012,Coppin St.,14,16,73.8,75.2,-1.47,-5.96,3.97,-13.04,-9.07
2012,Sam Houston St.,13,19,58.6,60.7,-2.06,-3.2,-12.9,3.8,-9.09
2012,Bethune Cookman,18,17,65.0,66.3,-1.23,-7.05,-6.53,-2.58,-9.11
2012,Illinois Chicago,8,22,60.9,67.8,-6.9,-1.3,-5.41,-3.75,-9.16
2012,Utah,6,25,55.5,69.7,-14.23,5.49,-10.32,1.01,-9.31
2012,VMI,17,16,79.7,80.6,-0.88,-5.16,6.61,-16.04,-9.43
2012,South Dakota,10,18,70.8,75.0,-4.25,-2.88,-0.66,-8.89,-9.56
2012,Liberty,14,18,68.8,71.3,-2.56,-4.81,-3.3,-6.37,-9.67
2012,Sacramento St.,10,18,67.0,69.1,-2.18,-5.71,-4.86,-4.81,-9.67
2012,UNC Greensboro,13,19,69.7,76.8,-7.06,-1.96,1.15,-10.82,-9.67
2012,Dartmouth,5,25,57.6,63.5,-5.9,-3.56,-11.32,1.25,-10.07
2012,Hampton,12,21,64.7,66.8,-2.15,-7.93,-6.96,-3.13,-10.08
2012,New Hampshire,13,16,61.2,62.8,-1.62,-7.66,-10.13,0.04,-10.09
2012,Texas Southern,15,18,61.2,62.8,-1.58,-8.68,-9.08,-1.18,-10.26
2012,Montana St.,12,17,70.0,72.0,-2.0,-4.62,-3.74,-6.54,-10.29
2012,William & Mary,6,26,60.3,69.4,-9.03,-0.72,-7.44,-3.35,-10.79
2012,Idaho St.,9,21,66.0,73.1,-7.1,-2.77,-3.84,-7.21,-11.05
2012,Army,12,18,67.6,69.7,-2.13,-7.16,-3.8,-7.46,-11.26
2012,Eastern Illinois,12,17,65.4,68.4,-3.03,-6.48,-6.19,-5.29,-11.48
2012,Mount St. Mary's,8,21,60.3,67.1,-6.83,-4.9,-10.19,-1.54,-11.72
2012,Monmouth,12,20,66.9,75.6,-8.75,-3.18,-2.64,-9.29,-11.93
2012,Southeastern Louisiana,12,17,59.9,61.9,-1.97,-6.44,-13.74,1.8,-11.94
2012,NJIT,15,17,69.9,68.0,1.91,-8.27,-6.64,-5.45,-12.09
2012,Texas A&M Corpus Chris,6,24,58.5,67.7,-9.17,-3.04,-9.8,-2.4,-12.21
2012,North Carolina A&T,12,20,69.9,72.7,-2.81,-5.89,-4.07,-8.27,-12.34
2012,Brown,8,23,61.5,69.5,-7.97,-3.62,-8.25,-4.27,-12.52
2012,Louisiana Monroe,3,26,60.3,71.7,-11.31,-0.95,-7.32,-5.24,-12.56
2012,Cal St. Northridge,7,21,68.1,75.0,-6.89,-2.61,-2.47,-10.18,-12.65
2012,Radford,6,26,61.2,68.6,-7.38,-3.34,-10.77,-2.37,-13.14
2012,St. Francis PA,6,23,60.8,69.6,-8.76,-4.42,-9.72,-3.47,-13.18
2012,SIU Edwardsville,10,17,65.7,71.3,-5.52,-5.5,-4.83,-8.47,-13.3
2012,Saint Peter's,5,26,58.0,69.0,-10.94,-2.44,-12.09,-1.28,-13.37
2012,Hartford,9,22,60.0,67.2,-7.23,-6.19,-9.68,-3.73,-13.41
2012,UT Rio Grande Valley,11,21,62.3,68.6,-6.28,-4.44,-10.41,-3.25,-13.66
2012,The Citadel,6,24,64.2,71.9,-7.77,-3.67,-8.47,-6.02,-14.49
2012,Howard,10,21,60.7,70.1,-9.45,-4.16,-10.08,-4.51,-14.59
2012,Navy,3,26,57.9,66.2,-8.34,-4.74,-13.6,-1.0,-14.6
2012,Canisius,5,25,65.5,75.7,-10.2,-4.53,-5.58,-9.15,-14.73
2012,Colgate,8,22,63.1,73.6,-10.53,-4.38,-5.25,-9.67,-14.91
2012,Kennesaw St.,3,28,61.9,75.2,-13.23,-0.49,-7.16,-7.86,-15.02
2012,Florida A&M,10,23,65.9,73.2,-7.3,-6.29,-5.33,-10.25,-15.58
2012,UC Davis,5,26,62.1,74.4,-12.35,-2.63,-7.83,-7.77,-15.6
2012,Northern Illinois,5,26,55.4,67.6,-12.26,-1.79,-13.4,-2.22,-15.62
2012,Alabama St.,12,19,59.4,64.4,-5.0,-9.96,-13.06,-2.73,-15.79
2012,Houston Christian,10,20,73.6,78.1,-4.53,-6.1,-2.34,-13.73,-16.07
2012,Southern,17,14,60.6,63.9,-3.29,-11.35,-11.73,-4.44,-16.17
2012,Towson,1,31,51.5,69.7,-18.25,1.54,-15.39,-1.32,-16.71
2012,Northern Arizona,5,24,62.2,71.3,-9.1,-3.53,-10.35,-6.37,-16.72
2012,Arkansas Pine Bluff,11,22,61.0,69.4,-8.42,-8.34,-8.82,-7.95,-16.77
2012,Maryland Eastern Shore,7,23,59.5,70.3,-10.8,-4.72,-10.45,-6.34,-16.79
2012,Prairie View A&M,14,18,63.0,65.7,-2.66,-10.29,-10.37,-6.51,-16.87
2012,Fairleigh Dickinson,3,26,60.8,72.7,-11.93,-5.06,-10.11,-6.89,-16.99
2012,Tennessee Martin,4,27,62.7,75.1,-12.39,-3.15,-7.36,-9.73,-17.09
2012,Central Arkansas,8,21,71.0,81.8,-10.79,-4.83,-0.93,-16.32,-17.26
2012,Jackson St.,7,24,56.0,65.9,-9.84,-7.0,-14.39,-3.11,-17.5
2012,Bryant,2,28,61.7,75.4,-13.63,-4.27,-7.77,-10.13,-17.9
2012,Nicholls St.,10,20,66.3,77.9,-11.63,-3.94,-5.58,-12.97,-18.55
2012,Chicago St.,4,26,62.8,77.1,-14.3,-3.13,-7.86,-11.44,-19.3
2012,Alabama A&M,7,21,63.0,70.1,-7.14,-10.79,-8.85,-10.48,-19.33
2012,Alcorn St.,10,22,60.2,67.1,-6.94,-10.61,-10.72,-8.86,-19.57
2012,UMBC,4,26,63.2,77.1,-13.83,-6.02,-6.6,-13.25,-19.85
2012,Binghamton,2,29,56.8,70.7,-13.9,-6.24,-12.73,-7.41,-20.14
2012,Longwood,10,21,73.4,84.4,-11.0,-5.99,-0.36,-20.12,-20.47
2012,South Carolina St.,5,26,64.5,77.1,-12.58,-6.11,-6.06,-14.74,-20.8
2012,Grambling St.,4,24,54.0,71.5,-17.43,-9.39,-17.52,-9.3,-26.82
2013,Indiana,29,7,78.6,62.1,16.53,8.39,16.85,8.07,24.92
2013,Louisville,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82
2013,Florida,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88
2013,Duke,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46
2013,Michigan,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29
2013,Kansas,31,6,75.2,61.9,13.24,7.55,11.67,9.12,20.79
2013,Gonzaga,32,3,77.0,59.9,17.17,4.14,11.34,9.1,20.44
2013,Syracuse,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3
2013,Ohio St.,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19
2013,Pittsburgh,24,9,69.2,56.0,13.18,5.66,4.68,14.16,18.84
2013,Wisconsin,23,12,65.0,55.9,9.03,9.73,3.16,15.6,18.76
2013,Michigan St.,27,9,68.0,59.1,8.86,10.55,5.78,12.86,18.63
2013,Arizona,27,8,73.4,63.6,9.83,7.48,10.25,7.07,17.31
2013,Miami FL,29,7,69.7,60.6,9.11,7.87,5.28,11.71,16.98
2013,VCU,27,9,76.9,64.5,12.42,4.55,11.51,5.46,16.97
2013,Minnesota,21,13,68.7,62.2,6.53,10.31,7.55,9.29,16.84
2013,Creighton,28,8,74.4,63.2,11.28,5.15,10.26,6.17,16.43
2013,Georgetown,25,7,64.7,56.4,8.25,7.61,1.43,14.43,15.86
2013,Oklahoma St.,24,9,71.8,63.0,8.85,6.72,7.6,7.97,15.57
2013,Missouri,23,11,76.1,66.7,9.41,6.01,11.65,3.78,15.42
2013,Baylor,23,14,76.0,66.4,9.59,7.12,11.32,3.75,15.07
2013,Wichita St.,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68
2013,North Carolina,25,11,76.7,69.2,7.5,8.06,12.85,1.72,14.57
2013,Iowa St.,23,12,79.4,71.0,8.37,6.13,15.4,-0.89,14.5
2013,Cincinnati,22,12,66.5,59.0,7.53,6.94,3.83,10.64,14.47
2013,Saint Mary's,28,7,74.6,62.9,11.63,3.26,8.75,5.71,14.46
2013,Mississippi,27,9,77.2,66.9,10.28,4.17,12.96,1.48,14.44
2013,Saint Louis,28,7,68.2,58.2,10.06,4.29,3.48,10.87,14.35
2013,North Carolina St.,24,11,77.4,70.2,7.14,7.19,13.6,0.73,14.34
2013,Iowa,25,13,70.1,62.8,7.29,6.93,8.03,6.2,14.22
2013,Marquette,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05
2013,Kentucky,21,12,72.6,64.5,8.15,5.81,9.16,4.8,13.96
2013,Oregon,28,9,71.6,63.6,8.05,5.73,8.26,5.52,13.78
2013,Notre Dame,25,10,70.0,63.5,6.51,7.24,6.69,7.06,13.76
2013,Colorado St.,26,9,72.9,63.7,9.26,5.84,9.02,4.58,13.6
2013,Kansas St.,27,8,69.0,60.4,8.54,6.54,4.18,9.36,13.54
2013,New Mexico,29,6,67.3,60.6,6.66,6.59,4.58,8.66,13.24
2013,Illinois,23,13,68.5,64.8,3.69,10.04,6.85,6.33,13.18
2013,San Diego St.,23,11,69.3,61.1,8.21,6.14,4.91,8.04,12.95
2013,Virginia,23,12,64.2,55.6,8.66,4.25,-0.64,13.55,12.91
2013,UCLA,25,10,74.4,69.3,5.06,7.77,11.84,0.98,12.82
2013,UNLV,25,10,71.4,63.0,8.34,5.6,6.81,6.0,12.81
2013,Memphis,31,5,74.5,64.9,9.56,2.73,7.7,4.58,12.28
2013,Colorado,21,12,67.6,63.6,4.0,7.91,4.3,7.62,11.91
2013,Connecticut,20,10,69.9,65.4,4.47,7.42,7.52,4.37,11.89
2013,Oklahoma,20,12,70.6,66.3,4.31,7.08,7.27,4.12,11.4
2013,Maryland,25,13,70.7,64.0,6.71,4.68,5.62,5.78,11.39
2013,Stanford,19,15,70.5,66.5,4.03,7.33,7.17,4.19,11.36
2013,Middle Tennessee,28,6,70.7,58.1,12.68,-1.5,2.82,8.35,11.18
2013,Butler,27,9,69.3,63.9,5.44,6.09,4.32,6.68,11.01
2013,Villanova,20,14,67.9,65.1,2.74,8.54,5.98,4.77,10.75
2013,BYU,24,12,77.1,69.5,7.64,3.72,10.86,-0.23,10.63
2013,California,21,12,67.2,64.3,2.88,7.71,4.43,6.17,10.59
2013,Belmont,26,7,76.8,64.5,12.24,-0.92,7.37,3.04,10.41
2013,La Salle,24,10,72.1,66.4,5.68,4.47,6.78,3.37,10.15
2013,Arkansas,19,13,73.7,68.8,4.84,4.99,10.31,-0.48,9.83
2013,Alabama,23,13,63.0,58.4,4.61,5.96,-1.77,11.58,9.82
2013,Illinois St.,18,15,74.5,68.6,5.91,3.7,10.18,-0.57,9.61
